# AUTO-GENERATED by tools/datamine_item_play_regions.py --emit -- DO NOT EDIT.
# Per ITEM PLACEMENT: the play_region id(s) of the ground the pickup stands on,
#   read from MSB Region/PlayArea <PlayRegionID> by point-in-volume test -- the
#   exact id the client's kick-watch reads. buckets = ID // 100.
# One row per placement: a flag placed in two maps has two rows (442 flags are).
# source: volume:/interior-vol: = a volume CONTAINS it (the ruling); seam:/
#   interior-seam: = within 8 m of a volume face; tile-default/interior-map =
#   the PlayRegionParam default for its own tile; '-' = no answer, and absence
#   of an answer is NOT evidence about the region.
# Calibrated by --graces against greenfield/grace_ground.tsv (docs/PLAYAREA-ITEM-SCAN.md).
flag	map_id	play_region_ids	buckets	source
1038547080	m60_38_54_00	-	-	none
1038547090	m60_38_54_00	-	-	none
1038547110	m60_38_54_00	-	-	none
1039397000	m60_39_39_00	-	-	none
1039407000	m60_39_40_00	-	-	none
1039417000	m60_39_41_00	-	-	none
1039417010	m60_39_41_00	-	-	none
1039417020	m60_39_41_00	-	-	none
1039417030	m60_39_41_00	-	-	none
1039417100	m60_39_41_00	-	-	none
1039417200	m60_39_41_00	-	-	none
1039427000	m60_39_42_00	6200001	62000	tile-default
1039427010	m60_39_42_00	-	-	none
1039427020	m60_39_42_00	-	-	none
1039427030	m60_39_42_00	-	-	none
1039427040	m60_39_42_00	-	-	none
1039427050	m60_39_42_00	-	-	none
1039437010	m60_39_43_00	-	-	none
1039437020	m60_39_43_00	-	-	none
1039437030	m60_39_43_00	-	-	none
1039437040	m60_39_43_00	-	-	none
1039437050	m60_39_43_00	-	-	none
1039437060	m60_39_43_00	-	-	none
1039437100	m60_39_43_00	-	-	none
1039447000	m60_39_44_00	-	-	none
1039447010	m60_39_44_00	-	-	none
1039447020	m60_39_44_00	-	-	none
1039447030	m60_39_44_00	-	-	none
1039447040	m60_39_44_00	-	-	none
1039487000	m60_39_48_00	-	-	none
1039487100	m60_39_48_00	-	-	none
1039507000	m60_39_50_00	-	-	none
1039507010	m60_39_50_00	-	-	none
1039507020	m60_39_50_00	-	-	none
1039517010	m60_39_51_00	6300002	63000	tile-default
1039517020	m60_39_51_00	6300002	63000	tile-default
1039517030	m60_39_51_00	6300002	63000	tile-default
1039517040	m60_39_51_00	6300002	63000	tile-default
1039517400	m60_39_51_00	6300002	63000	tile-default
1039527000	m60_39_52_00	-	-	none
1039527020	m60_39_52_00	-	-	none
1039527400	m60_39_52_00	-	-	none
1039537000	m60_39_53_00	-	-	none
1039537010	m60_39_53_00	-	-	none
1039537020	m60_39_53_00	-	-	none
1039537030	m60_39_53_00	-	-	none
1039537040	m60_39_53_00	6300001	63000	volume:領域 マップ情報上書き用 (高山と火山の境界) {2}
1039537050	m60_39_53_00	6300040	63000	volume:プレイ領域 6300040 高山 マルチプレイ禁止 魔術師の塔
1039537060	m60_39_53_00	6300040	63000	volume:プレイ領域 6300040 高山 マルチプレイ禁止 魔術師の塔
1039537070	m60_39_53_00	6300003	63000	tile-default
1039547010	m60_39_54_00	-	-	none
1039547020	m60_39_54_00	-	-	none
1039547030	m60_39_54_00	-	-	none
1039547050	m60_39_54_00	-	-	none
1039547060	m60_39_54_00	-	-	none
1039547070	m60_39_54_00	-	-	none
1039547080	m60_39_54_00	-	-	none
1039547090	m60_39_54_00	-	-	none
1039547100	m60_39_54_00	-	-	none
1039547110	m60_39_54_00	-	-	none
1039547120	m60_39_54_00	-	-	none
1039547130	m60_39_54_00	-	-	none
1039547140	m60_39_54_00	-	-	none
1039547150	m60_39_54_00	-	-	none
1039547160	m60_39_54_00	-	-	none
1039547170	m60_39_54_00	-	-	none
1039547180	m60_39_54_00	-	-	none
1039547200	m60_39_54_00	-	-	none
1039547210	m60_39_54_00	-	-	none
1039547220	m60_39_54_00	-	-	none
1039547230	m60_39_54_00	-	-	none
1039547240	m60_39_54_00	-	-	none
1039547250	m60_39_54_00	-	-	none
1039547260	m60_39_54_00	-	-	none
1039547300	m60_39_54_00	-	-	none
1039547350	m60_39_54_00	-	-	none
1039570000	m60_39_54_00	-	-	none
1040387000	m60_40_38_00	-	-	none
1040407000	m60_10_10_02	-	-	none
1040507000	m60_40_50_00	-	-	none
1040517000	m60_40_51_00	6300005	63000	tile-default
1040517010	m60_40_51_00	-	-	none
1040517020	m60_40_51_00	-	-	none
1040517030	m60_40_51_00	-	-	none
1040517040	m60_40_51_00	-	-	none
1040517400	m60_40_51_00	-	-	none
1040527000	m60_40_52_00	-	-	none
1040527010	m60_40_52_00	-	-	none
1040527020	m60_40_52_00	-	-	none
1040527030	m60_40_52_00	-	-	none
1040527040	m60_40_52_00	-	-	none
1040527050	m60_40_52_00	-	-	none
1040537000	m60_40_53_00	6300003	63000	tile-default
1040537010	m60_40_53_00	6300010	63000	volume:プレイ領域 6300010 高山_地図断片６_閉込ボス領域2
1040537020	m60_40_53_00	6300003	63000	tile-default
1040537030	m60_40_53_00	6300003	63000	tile-default
1040537040	m60_40_53_00	6300003	63000	tile-default
1040537050	m60_40_53_00	6300003	63000	tile-default
1040537060	m60_40_53_00	6300003	63000	tile-default
1040547000	m60_10_13_02	-	-	none
1040547010	m60_40_54_00	-	-	none
1040547030	m60_40_54_00	-	-	none
1040547050	m60_10_13_02	-	-	none
1040547090	m60_40_54_00	-	-	none
1040557000	m60_40_55_00	-	-	none
1041327000	m60_41_32_00	-	-	none
1041327010	m60_41_32_00	-	-	none
1041327020	m60_41_32_00	-	-	none
1041327030	m60_41_32_00	-	-	none
1041327040	m60_41_32_00	-	-	none
1041327050	m60_41_32_00	-	-	none
1041337000	m60_41_33_00	-	-	none
1041337010	m60_41_33_00	-	-	none
1041337030	m60_41_33_00	-	-	none
1041337100	m60_41_33_00	-	-	none
1041337200	m60_41_33_00	-	-	none
1041357000	m60_41_35_00	-	-	none
1041357010	m60_41_35_00	-	-	none
1041357020	m60_41_35_00	-	-	none
1041367000	m60_41_36_00	-	-	none
1041377000	m60_41_37_00	6100000	61000	volume:領域 プレイ領域 6100000 {3}
1041377020	m60_41_37_00	-	-	none
1041387010	m60_41_38_00	6101000	61010	tile-default
1041387030	m60_41_38_00	6101000	61010	tile-default
1041387040	m60_41_38_00	6101000	61010	tile-default
1041387050	m60_41_38_00	6101000	61010	tile-default
1041387100	m60_41_38_00	6101000	61010	tile-default
1041387200	m60_41_38_00	6101000	61010	tile-default
1041397000	m60_41_39_00	-	-	none
1041517000	m60_41_51_00	-	-	none
1041517010	m60_41_51_00	-	-	none
1041517020	m60_41_51_00	-	-	none
1041517030	m60_41_51_00	-	-	none
1041527000	m60_41_52_00	6300005	63000	tile-default
1041527010	m60_41_52_00	6300005	63000	tile-default
1041527020	m60_41_52_00	6300005	63000	tile-default
1041527030	m60_41_52_00	6300005	63000	tile-default
1041527040	m60_41_52_00	6300005	63000	tile-default
1041527070	m60_41_52_00	6300005	63000	tile-default
1041527080	m60_41_52_00	6300005	63000	tile-default
1041527090	m60_41_52_00	6300005	63000	tile-default
1041537010	m60_41_53_00	-	-	none
1041537020	m60_41_53_00	6300005	63000	tile-default
1041537030	m60_41_53_00	-	-	none
1041537040	m60_41_53_00	-	-	none
1041537060	m60_41_53_00	-	-	none
1041537070	m60_41_53_00	-	-	none
1041537080	m60_41_53_00	-	-	none
1041547000	m60_41_54_00	6300004	63000	tile-default
1041547400	m60_41_54_00	6300004	63000	tile-default
1041557000	m60_41_55_00	-	-	none
1041557010	m60_41_55_00	-	-	none
1041557020	m60_41_55_00	-	-	none
1042327000	m60_42_32_00	-	-	none
1042327020	m60_42_32_00	-	-	none
1042337000	m60_42_33_00	6102002	61020	tile-default
1042347000	m60_42_34_00	-	-	none
1042347010	m60_42_34_00	-	-	none
1042347020	m60_42_34_00	-	-	none
1042347030	m60_42_34_00	-	-	none
1042347100	m60_42_34_00	-	-	none
1042357000	m60_42_35_00	-	-	none
1042357010	m60_42_35_00	-	-	none
1042357020	m60_42_35_00	-	-	none
1042357030	m60_42_35_00	-	-	none
1042367010	m60_42_36_00	6100001	61000	tile-default
1042367030	m60_42_36_00	6100001	61000	tile-default
1042367040	m60_42_36_00	6100001	61000	tile-default
1042367050	m60_42_36_00	6100001	61000	tile-default
1042367060	m60_42_36_00	6100001	61000	tile-default
1042377000	m60_42_37_00	-	-	none
1042377010	m60_42_37_00	-	-	none
1042377060	m60_10_09_02	-	-	none
1042377070	m60_10_09_02	-	-	none
1042377300	m60_42_37_00	6100002	61000	seam:領域 プレイ領域 6100002 {3}@0.9m
1042387000	m60_42_38_00	-	-	none
1042387010	m60_42_38_00	-	-	none
1042387020	m60_42_38_00	-	-	none
1042387030	m60_42_38_00	-	-	none
1042387040	m60_42_38_00	-	-	none
1042387050	m60_42_38_00	-	-	none
1042387070	m60_42_38_00	-	-	none
1042387080	m60_42_38_00	-	-	none
1042387090	m60_42_38_00	-	-	none
1042387100	m60_42_38_00	-	-	none
1042387110	m60_42_38_00	-	-	none
1042387120	m60_42_38_00	-	-	none
1042387140	m60_42_38_00	-	-	none
1042387200	m60_42_38_00	-	-	none
1042387600	m60_42_38_00	-	-	none
1042397010	m60_42_39_00	-	-	none
1042397900	m60_42_39_00	-	-	none
1042507000	m60_10_12_02	-	-	none
1042517000	m60_42_51_00	-	-	none
1042517400	m60_42_51_00	-	-	none
1042517410	m60_42_51_00	-	-	none
1042527000	m60_42_52_00	-	-	none
1042527010	m60_42_52_00	-	-	none
1042527020	m60_42_52_00	-	-	none
1042527030	m60_42_52_00	-	-	none
1042527040	m60_42_52_00	-	-	none
1042527990	m60_42_52_00	-	-	none
1042537000	m60_42_53_00	-	-	none
1042537010	m60_42_53_00	-	-	none
1042547000	m60_42_54_00	-	-	none
1042547010	m60_42_54_00	6300004	63000	tile-default
1042547020	m60_42_54_00	-	-	none
1042547030	m60_42_54_00	-	-	none
1042547040	m60_42_54_00	-	-	none
1042547050	m60_42_54_00	-	-	none
1042547060	m60_42_54_00	-	-	none
1042547070	m60_42_54_00	-	-	none
1042547080	m60_42_54_00	-	-	none
1042547090	m60_42_54_00	-	-	none
1042547100	m60_42_54_00	-	-	none
1042547400	m60_42_54_00	-	-	none
1042557000	m60_42_55_00	-	-	none
1043307000	m60_43_30_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043307010	m60_43_30_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317000	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317010	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317020	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317030	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317040	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317050	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317060	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317070	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317080	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317090	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317100	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317110	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317120	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317130	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317140	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317150	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317160	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317170	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317180	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317190	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317200	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317210	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317220	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317230	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317240	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317250	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317260	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317270	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317280	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317290	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317300	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317310	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317320	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317330	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317340	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043317350	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317370	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317400	m60_43_31_00	6102001	61020	tile-default
1043317900	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域4
1043317910	m60_43_31_00	6102001	61020	volume:領域 プレイ領域 6102001 緑_地図断片１_緑砦 合成領域3
1043327000	m60_43_32_00	-	-	none
1043327010	m60_43_32_00	-	-	none
1043327990	m60_43_32_00	-	-	none
1043337000	m60_43_33_00	-	-	none
1043337010	m60_43_33_00	-	-	none
1043347000	m60_43_34_00	-	-	none
1043347040	m60_43_34_00	-	-	none
1043347050	m60_43_34_00	-	-	none
1043347100	m60_43_34_00	-	-	none
1043357000	m60_43_35_00	-	-	none
1043357010	m60_43_35_00	6100001	61000	volume:マルチプレイ上書き領域 緑北 {2}
1043357030	m60_43_35_00	-	-	none
1043357100	m60_43_35_00	-	-	none
1043357500	m60_43_35_00	-	-	none
1043367010	m60_43_36_00	6100002	61000	tile-default
1043367020	m60_43_36_00	6100002	61000	tile-default
1043367040	m60_43_36_00	6100002	61000	tile-default
1043367070	m60_43_36_00	6100002	61000	tile-default
1043367110	m60_43_36_00	6100002	61000	tile-default
1043377000	m60_43_37_00	3201001;6100000	32010;61000	tile-default
1043377010	m60_43_37_00	3201001;6100000	32010;61000	tile-default
1043377020	m60_43_37_00	3201001;6100000	32010;61000	tile-default
1043387010	m60_43_38_00	6100002	61000	volume:領域 プレイ領域 6100002
1043387020	m60_43_38_00	-	-	none
1043397010	m60_43_39_00	-	-	none
1043397020	m60_43_39_00	-	-	none
1043397030	m60_43_39_00	6100002	61000	volume:領域 プレイ領域 6100002 {3}
1043397200	m60_43_39_00	-	-	none
1043407000	m60_43_40_00	-	-	none
1043407010	m60_43_40_00	-	-	none
1043507000	m60_43_50_00	3412011	34120	tile-default
1043507010	m60_43_50_00	3412011	34120	tile-default
1043527000	m60_43_52_00	-	-	none
1043527030	m60_43_52_00	6301000	63010	tile-default
1043527400	m60_43_52_00	6301000	63010	tile-default
1043527410	m60_43_52_00	6301000	63010	tile-default
1043537000	m60_43_53_00	-	-	none
1043537010	m60_43_53_00	-	-	none
1043537020	m60_43_53_00	-	-	none
1043537030	m60_43_53_00	-	-	none
1043537040	m60_43_53_00	-	-	none
1043537050	m60_43_53_00	-	-	none
1043537060	m60_43_53_00	-	-	none
1043537070	m60_43_53_00	-	-	none
1044317010	m60_44_31_00	-	-	none
1044317020	m60_44_31_00	-	-	none
1044317030	m60_44_31_00	-	-	none
1044327010	m60_44_32_00	-	-	none
1044327020	m60_44_32_00	-	-	none
1044327030	m60_44_32_00	6102000	61020	tile-default
1044327040	m60_44_32_00	6102000	61020	tile-default
1044337000	m60_44_33_00	6102000	61020	tile-default
1044337020	m60_44_33_00	6102000	61020	tile-default
1044337030	m60_44_33_00	6102000	61020	tile-default
1044337040	m60_44_33_00	6102000	61020	tile-default
1044337050	m60_44_33_00	6102000	61020	tile-default
1044337060	m60_44_33_00	6102000	61020	tile-default
1044337080	m60_44_33_00	6102000	61020	tile-default
1044337100	m60_44_33_00	6102000	61020	tile-default
1044337200	m60_44_33_00	6102000	61020	tile-default
1044337210	m60_11_08_02	6102000	61020	tile-default
1044347000	m60_44_34_00	-	-	none
1044347010	m60_44_34_00	-	-	none
1044347040	m60_44_34_00	-	-	none
1044347050	m60_44_34_00	-	-	none
1044347060	m60_44_34_00	-	-	none
1044347070	m60_44_34_00	-	-	none
1044347080	m60_44_34_00	-	-	none
1044347100	m60_44_34_00	-	-	none
1044357000	m60_44_35_00	-	-	none
1044357010	m60_44_35_00	-	-	none
1044357020	m60_44_35_00	-	-	none
1044357030	m60_44_35_00	-	-	none
1044357040	m60_44_35_00	-	-	none
1044357060	m60_44_35_00	-	-	none
1044357070	m60_44_35_00	-	-	none
1044357900	m60_44_35_00	-	-	none
1044367000	m60_44_36_00	-	-	none
1044367000	m60_44_36_10	-	-	none
1044367010	m60_44_36_00	-	-	none
1044367010	m60_44_36_10	-	-	none
1044367020	m60_44_36_00	-	-	none
1044367020	m60_44_36_10	-	-	none
1044367030	m60_44_36_00	-	-	none
1044367030	m60_44_36_10	-	-	none
1044367040	m60_44_36_00	-	-	none
1044367040	m60_44_36_10	-	-	none
1044367100	m60_44_36_00	-	-	none
1044367100	m60_44_36_10	-	-	none
1044367200	m60_11_09_02	-	-	none
1044367200	m60_11_09_12	-	-	none
1044367300	m60_44_36_00	-	-	none
1044367300	m60_44_36_10	-	-	none
1044367310	m60_44_36_00	-	-	none
1044367310	m60_44_36_10	-	-	none
1044367320	m60_44_36_00	-	-	none
1044367320	m60_44_36_10	-	-	none
1044367330	m60_44_36_00	-	-	none
1044367330	m60_44_36_10	-	-	none
1044367340	m60_44_36_00	-	-	none
1044367340	m60_44_36_10	-	-	none
1044377010	m60_44_37_00	-	-	none
1044377010	m60_44_37_10	-	-	none
1044377020	m60_44_37_00	6100003	61000	tile-default
1044377020	m60_44_37_10	6100003	61000	tile-default
1044377200	m60_44_37_00	-	-	none
1044377200	m60_44_37_10	-	-	none
1044387010	m60_44_38_00	-	-	none
1044387010	m60_44_38_10	-	-	none
1044387040	m60_44_38_00	-	-	none
1044387040	m60_44_38_10	-	-	none
1044387100	m60_44_38_00	6100002	61000	volume:領域 プレイ領域 6100002
1044387100	m60_44_38_10	6100002	61000	volume:領域 プレイ領域 6100002
1044527000	m60_44_52_00	-	-	none
1044527000	m60_44_52_10	-	-	none
1044527010	m60_44_52_00	-	-	none
1044527010	m60_44_52_10	-	-	none
1044527020	m60_44_52_00	-	-	none
1044527020	m60_44_52_10	-	-	none
1044537010	m60_44_53_00	-	-	none
1044537010	m60_44_53_10	-	-	none
1045337000	m60_45_33_00	-	-	none
1045347000	m60_45_34_00	-	-	none
1045357000	m60_45_35_00	-	-	none
1045357020	m60_45_35_00	-	-	none
1045357030	m60_45_35_00	-	-	none
1045357040	m60_45_35_00	-	-	none
1045357050	m60_45_35_00	-	-	none
1045357060	m60_45_35_00	-	-	none
1045357070	m60_45_35_00	-	-	none
1045357080	m60_45_35_00	-	-	none
1045357090	m60_45_35_00	-	-	none
1045377000	m60_45_37_00	6100003	61000	tile-default
1045377000	m60_45_37_10	6100003	61000	tile-default
1045377010	m60_45_37_00	6100003	61000	tile-default
1045377010	m60_45_37_10	6100003	61000	tile-default
1045377050	m60_45_37_00	6100003	61000	tile-default
1045377050	m60_45_37_10	6100003	61000	tile-default
1045377060	m60_45_37_00	6100003	61000	tile-default
1045377060	m60_45_37_10	6100003	61000	tile-default
1045377070	m60_45_37_00	6100003	61000	tile-default
1045377070	m60_45_37_10	6100003	61000	tile-default
1045377080	m60_45_37_00	6100003	61000	tile-default
1045377080	m60_45_37_10	6100003	61000	tile-default
1045377090	m60_45_37_00	6100003	61000	tile-default
1045377090	m60_45_37_10	6100003	61000	tile-default
1045377100	m60_45_37_00	6100003	61000	tile-default
1045377100	m60_45_37_10	6100003	61000	tile-default
1045387000	m60_45_38_00	-	-	none
